Year,Disease,Number of reported cases,"Rate per 100,000"
1953,Scarlet Fever and Streptococcal Sore Throat,15980,107.83
1954,Scarlet Fever and Streptococcal Sore Throat,13131,86.05
1955,Scarlet Fever and Streptococcal Sore Throat,9366,59.77
1956,Scarlet Fever and Streptococcal Sore Throat,11672,72.67
1957,Scarlet Fever and Streptococcal Sore Throat,8693,52.4
1958,Scarlet Fever and Streptococcal Sore Throat,11118,65.17
1959,Scarlet Fever and Streptococcal Sore Throat,23413,133.92
1960,Scarlet Fever and Streptococcal Sore Throat,21251,119.07
1961,Scarlet Fever and Streptococcal Sore Throat,13060,71.7
1962,Scarlet Fever and Streptococcal Sore Throat,10241,55.18
1963,Scarlet Fever and Streptococcal Sore Throat,9922,52.41
1964,Scarlet Fever and Streptococcal Sore Throat,10605,54.98
1965,Scarlet Fever and Streptococcal Sore Throat,13591,69.18
1966,Scarlet Fever and Streptococcal Sore Throat,20189,100.87
1967,Scarlet Fever and Streptococcal Sore Throat,20057,98.42
1968,Scarlet Fever and Streptococcal Sore Throat,13405,64.75
1969,Scarlet Fever and Streptococcal Sore Throat,11156,53.12
1970,Scarlet Fever and Streptococcal Sore Throat,10422,48.94
1971,Scarlet Fever and Streptococcal Sore Throat,10814,49.24
1972,Scarlet Fever and Streptococcal Sore Throat,12224,55.02
1973,Scarlet Fever and Streptococcal Sore Throat,15875,70.58
1974,Scarlet Fever and Streptococcal Sore Throat,20274,88.89
1975,Scarlet Fever and Streptococcal Sore Throat,21643,93.52
1976,Scarlet Fever and Streptococcal Sore Throat,18512,78.94
1977,Scarlet Fever and Streptococcal Sore Throat,23478,98.96
1978,Scarlet Fever and Streptococcal Sore Throat,23408,97.68
1979,Scarlet Fever and Streptococcal Sore Throat,,
1980,Scarlet Fever and Streptococcal Sore Throat,,
